id;jobid;campaignid;storeid;storeinstanceid;customerid;phonenumber;scheduledat;sendat;status;message;response;createdat;createdby;updatedat;updatedby
51;51;1235;G05025CNL7;5TDM5JRQ;227;5.571.904.167.540,00;2024-12-11 13:22:00;;1970-01-01 00:00:00.000000002;Nesciunt ad nobis qui explicabo explicabo aspernatur sunt excepturi sint deleniti aperiam.;Neque quos expedita enim aperiam cupiditate aperiam eum.;2024-12-11 01:26:00;Não informado;2024-12-12 01:31:00;Não informado
49;49;1909;4WNYIEXDX8;261ZTMF9;269;5.531.900.042.132,00;2024-12-11 13:42:00;Não informado;1970-01-01 00:00:00.000000001;Fugiat dignissimos saepe ut ullam neque molestias facere deserunt praesentium ipsa vero illum.;Doloribus voluptate laboriosam ipsam blanditiis possimus ab eligendi commodi.;2024-12-10 13:52:00;Não informado;2024-12-11 11:06:00;Não informado
4347;4347;1206;XD042A2YDA;AWEIX5JQ;63;5.581.959.525.617,00;2024-12-11 13:47:00;;1970-01-01 00:00:00.000000002;Quae architecto accusantium aliquid nostrum rem dolorum vero deleniti quisquam aspernatur rem.;Não informado;2024-12-11 05:55:00;Não informado;2024-12-11 13:11:00;Não informado
4101;4101;167;8OJIEDSE2Y;VVJNA7W2;679;5.561.913.587.038,00;2024-12-11 15:24:00;Não informado;1970-01-01 00:00:00.000000006;Ipsum possimus doloremque architecto laboriosam odit unde delectus eius suscipit sed beatae.;Eos tempora atque dolores ea iusto totam accusamus unde.;2024-12-10 16:45:00;Não informado;2024-12-11 00:14:00;Não informado
2454;2454;1490;E930GXFHJ6;OCN89MXI;82;5.551.953.420.693,00;2024-12-11 20:09:00;Não informado;1970-01-01 00:00:00.000000006;Neque aperiam quos et nesciunt numquam ea explicabo.;Não informado;2024-12-11 08:16:00;Não informado;2024-12-11 17:47:00;Não informado
3679;3679;1989;OHULVOY7VX;AXNCE8Y4;52;5.581.991.320.796,00;2024-12-11 21:17:00;;1970-01-01 00:00:00.000000002;Expedita accusamus iure nulla necessitatibus exercitationem ratione amet architecto nesciunt minus explicabo nesciunt ad itaque provident.;Numquam laboriosam explicabo eius iure.;2024-12-11 11:38:00;Não informado;2024-12-11 13:04:00;Não informado
3413;3413;1106;WFPUHZRN72;WS661KN4;515;5.571.962.458.543,00;2024-12-11 22:01:00;;1970-01-01 00:00:00.000000004;Magni officiis quia delectus aperiam commodi aliquid placeat deleniti.;Não informado;2024-12-11 13:29:00;Não informado;2024-12-11 19:03:00;Não informado
3152;3152;1663;BZKCNKOMQJ;3ASBNALG;119;5.581.942.576.751,00;2024-12-11 22:53:00;Não informado;1970-01-01 00:00:00.000000006;Corporis tempora rem consectetur ad accusantium totam iure voluptate libero.;Não informado;2024-12-11 20:45:00;Não informado;2024-12-12 06:04:00;Não informado
1110;1110;892;YPO49BR6GS;2A5KZ7G1;450;5.551.910.763.975,00;2024-12-11 23:42:00;;1970-01-01 00:00:00.000000002;Iusto expedita sapiente ut velit dolore sed quis praesentium odio amet molestiae.;Não informado;2024-12-11 11:20:00;Não informado;2024-12-12 08:27:00;Não informado
2532;2532;523;Y308VX9RUJ;2D5IEZN0;928;5.584.947.354.951,00;2024-12-12 06:23:00;;1970-01-01 00:00:00.000000002;Tempore veniam neque deleniti fugiat sequi dolor repudiandae modi ullam veniam earum a sequi ad aspernatur.;Não informado;2024-12-11 23:38:00;Não informado;2024-12-13 05:21:00;Não informado
2103;2103;556;G197YTR0J1;8E0PWIMY;342;5.571.952.554.439,00;2024-12-12 09:53:00;Não informado;1970-01-01 00:00:00.000000006;Corrupti inventore doloremque quas fugit soluta sint laborum perferendis exercitationem consequatur nemo saepe reiciendis corrupti.;Não informado;2024-12-12 09:06:00;Não informado;2024-12-12 14:19:00;Não informado
2497;2497;601;6RGRPIJDI1;3DRTVIEU;903;5.551.969.819.970,00;2024-12-12 12:48:00;Não informado;1970-01-01 00:00:00.000000001;Placeat architecto temporibus autem expedita illo quia tempore illum doloremque quasi incidunt.;Não informado;2024-12-12 03:01:00;Não informado;2024-12-13 07:07:00;Não informado
1898;1898;158;IT4B4VTZWT;KGVDVIJ2;268;5.571.988.641.270,00;2024-12-12 13:27:00;Não informado;1970-01-01 00:00:00.000000001;Sunt quasi mollitia necessitatibus atque assumenda perspiciatis provident quaerat qui consequatur.;Não informado;2024-12-11 23:53:00;Não informado;2024-12-12 20:44:00;Não informado
2662;2662;1149;VZL4DSE9MY;TYXX5PD4;290;5.561.912.638.583,00;2024-12-12 15:33:00;;1970-01-01 00:00:00.000000004;Distinctio cumque qui quod quod veritatis dicta excepturi beatae ipsa placeat totam dolorum quis.;Não informado;2024-12-11 21:21:00;Não informado;2024-12-12 09:57:00;Não informado
1797;1797;1324;EJIYTGUUJF;UPC6C404;937;5.531.927.672.024,00;2024-12-12 18:57:00;;1970-01-01 00:00:00.000000003;Vitae consectetur necessitatibus eveniet eveniet dignissimos sint id sequi architecto explicabo eaque suscipit dolore.;Não informado;2024-12-12 10:44:00;Não informado;2024-12-13 09:19:00;Não informado
2820;2820;992;509DA0UT8G;S4IF0BWX;475;5.531.968.239.072,00;2024-12-12 19:44:00;Não informado;1970-01-01 00:00:00.000000001;Repellendus ratione ducimus voluptas possimus qui dignissimos eveniet corporis.;Não informado;2024-12-12 02:19:00;Não informado;2024-12-12 23:30:00;Não informado
3564;3564;1872;MR9VUE6TTJ;3N56JEBZ;381;5.521.906.129.896,00;2024-12-12 23:23:00;;1970-01-01 00:00:00.000000003;Eligendi accusamus quibusdam vel consectetur voluptates nesciunt sed laborum.;Não informado;2024-12-12 11:44:00;Não informado;2024-12-12 14:47:00;Não informado
91;91;670;FOF3NIEA90;ELCKYM3R;143;5.521.937.236.350,00;2024-12-13 00:16:00;Não informado;1970-01-01 00:00:00.000000001;Et accusantium officia repudiandae officia quaerat itaque earum doloribus sapiente nesciunt.;Não informado;2024-12-12 14:54:00;Não informado;2024-12-12 15:33:00;Não informado
4911;4911;230;4LTJ7IE1PV;LPH466I5;990;5.531.944.394.329,00;2024-12-13 04:14:00;;1970-01-01 00:00:00.000000003;Reprehenderit possimus rem dolore adipisci autem rem iste vero quis aspernatur.;Não informado;2024-12-13 02:17:00;Não informado;2024-12-14 02:10:00;Não informado
2964;2964;1338;OMKLQVNRYR;XKYWNYRD;615;5.541.928.863.210,00;2024-12-13 06:44:00;;1970-01-01 00:00:00.000000003;Omnis rerum quam rerum ipsa cum hic illum dignissimos nisi quas tenetur doloribus.;Não informado;2024-12-13 04:07:00;Não informado;2024-12-14 02:40:00;Não informado
2988;2988;47;F3AWZFF1UW;OEHMJFQB;95;5.531.997.016.336,00;2024-12-13 07:36:00;Não informado;1970-01-01 00:00:00.000000001;Provident est iste ab quo unde aliquid quis ullam vel cum nam neque.;Não informado;2024-12-12 20:20:00;Não informado;2024-12-13 05:57:00;Não informado
3824;3824;165;LFT86ZQI0R;95G8SE3N;404;5.531.997.393.084,00;2024-12-13 08:02:00;;1970-01-01 00:00:00.000000002;Provident laboriosam voluptatem hic eius voluptatum illo at alias repudiandae id quis reprehenderit placeat labore.;Não informado;2024-12-12 23:35:00;Não informado;2024-12-13 12:27:00;Não informado
414;414;136;G2K11SAS1F;90GX1EXQ;471;5.581.909.088.221,00;2024-12-13 12:57:00;;1970-01-01 00:00:00.000000004;Voluptatum necessitatibus nisi hic a architecto similique praesentium voluptate alias consectetur libero unde beatae repellendus odit.;Não informado;2024-12-12 18:31:00;Não informado;2024-12-13 18:38:00;Não informado
3316;3316;730;N8NIF4WERM;U21362U9;544;5.551.999.389.997,00;2024-12-13 13:13:00;;1970-01-01 00:00:00.000000004;Id est esse nihil possimus repellendus ab ratione.;Modi ab exercitationem at.;2024-12-12 14:17:00;Não informado;2024-12-13 09:21:00;Não informado
587;587;316;3BT8MNF0O3;96W8B3Y9;942;5.581.965.427.612,00;2024-12-13 18:19:00;;1970-01-01 00:00:00.000000003;In aliquid voluptas odit porro officia nam enim.;Aliquam asperiores totam dolor eos iusto unde voluptatum delectus.;2024-12-13 07:38:00;Não informado;2024-12-14 02:25:00;Não informado
1774;1774;1315;78964UTGND;2MEIFNZP;679;5.561.913.587.038,00;2024-12-13 21:53:00;Não informado;1970-01-01 00:00:00.000000001;Consequuntur dicta quod molestiae commodi tempora aspernatur tempora rerum.;Quam pariatur accusamus dignissimos qui.;2024-12-13 13:16:00;Não informado;2024-12-13 16:39:00;Não informado
1961;1961;1269;1RS6C2U409;RDQO9Y9B;164;5.551.976.391.784,00;2024-12-13 22:50:00;Não informado;1970-01-01 00:00:00.000000001;Est impedit rem accusamus beatae non excepturi odit a optio deleniti corporis dolore necessitatibus hic.;Não informado;2024-12-13 20:00:00;Não informado;2024-12-14 01:40:00;Não informado
1952;1952;1133;YU1SJCCQAJ;J3TU65Q8;77;5.551.950.254.796,00;2024-12-13 23:07:00;;1970-01-01 00:00:00.000000002;Aperiam explicabo quia cumque reprehenderit commodi amet harum deleniti delectus.;Não informado;2024-12-13 00:44:00;Não informado;2024-12-14 02:17:00;Não informado
3211;3211;536;JMQNCHMJQB;XOHP3UV8;233;5.531.992.238.602,00;2024-12-14 01:35:00;;1970-01-01 00:00:00.000000002;Dicta quia itaque sint ullam distinctio voluptate eaque rerum aspernatur aut saepe debitis.;Não informado;2024-12-13 12:26:00;Não informado;2024-12-13 18:58:00;Não informado
529;529;984;EG3LT5S8RI;5X3JMDK6;797;5.521.951.394.502,00;2024-12-14 01:54:00;Não informado;1970-01-01 00:00:00.000000006;Eum quasi dolorem iste commodi saepe quibusdam assumenda.;Não informado;2024-12-13 02:12:00;Não informado;2024-12-14 05:37:00;Não informado
2867;2867;351;4983UM8L4D;FN1ISRUV;759;5.541.920.154.439,00;2024-12-14 04:37:00;Não informado;1970-01-01 00:00:00.000000006;Earum ab modi magni eligendi qui quis perspiciatis.;Não informado;2024-12-13 09:20:00;Não informado;2024-12-14 07:56:00;Não informado
3754;3754;474;BVBT1SF6CF;0T1CCWHO;560;5.541.967.010.268,00;2024-12-14 06:32:00;Não informado;1970-01-01 00:00:00.000000001;Iure at voluptatibus repudiandae nesciunt nobis hic enim.;Não informado;2024-12-13 20:10:00;Não informado;2024-12-14 09:53:00;Não informado
4390;4390;1771;PRBL8WMPFY;O0JLKAZR;708;5.551.928.326.720,00;2024-12-14 06:38:00;;1970-01-01 00:00:00.000000003;Deleniti maxime eaque quibusdam cupiditate animi dolore sequi totam.;Magni suscipit blanditiis quia numquam.;2024-12-13 12:52:00;Não informado;2024-12-14 04:48:00;Não informado
2777;2777;786;M767NF3C4W;TREYIIZ5;542;5.521.924.502.087,00;2024-12-14 11:00:00;Não informado;1970-01-01 00:00:00.000000006;Dolores facere corrupti deleniti minima accusantium dolore optio laborum.;Não informado;2024-12-13 22:27:00;Não informado;2024-12-14 18:11:00;Não informado
2265;2265;948;VS6QQ5R8D0;9V4BDQF2;69;5.541.982.202.688,00;2024-12-14 11:05:00;;1970-01-01 00:00:00.000000004;Debitis modi quia repellendus laborum a sed perferendis odit rem.;Quo exercitationem illum impedit aut.;2024-12-13 13:51:00;Não informado;2024-12-14 00:44:00;Não informado
3672;3672;1023;GWRSKXMS1A;4GS9I12P;375;5.561.923.420.047,00;2024-12-14 11:24:00;;1970-01-01 00:00:00.000000003;Perferendis possimus totam numquam aperiam sit odio.;Não informado;2024-12-14 01:56:00;Não informado;2024-12-14 22:28:00;Não informado
3695;3695;922;MP7YC8S5Y1;I3MV1GLT;235;5.541.992.515.514,00;2024-12-14 16:02:00;;1970-01-01 00:00:00.000000002;Porro fugiat recusandae voluptate eaque numquam veniam quod.;Non unde ad magnam voluptates.;2024-12-14 11:53:00;Não informado;2024-12-15 06:16:00;Não informado
405;405;612;HKIALKNXN5;2GO7FYLN;641;5.531.938.821.662,00;2024-12-14 16:32:00;Não informado;1970-01-01 00:00:00.000000006;Consequatur quae illo quasi vero ut rerum dignissimos porro aliquam amet ad accusantium voluptas optio.;Não informado;2024-12-13 22:41:00;Não informado;2024-12-14 01:53:00;Não informado
772;772;663;ZB7JDR4B45;M3MRK1TZ;143;5.521.937.236.350,00;2024-12-14 18:09:00;;1970-01-01 00:00:00.000000002;Pariatur veniam quae omnis esse incidunt nemo iure ipsa.;Não informado;2024-12-14 14:07:00;Não informado;2024-12-15 15:13:00;Não informado
3776;3776;1786;JYKHGEV0EF;UG3SY3KG;929;5.531.952.034.812,00;2024-12-14 19:11:00;Não informado;1970-01-01 00:00:00.000000001;Modi pariatur illum ipsam autem eveniet eaque ipsum impedit repudiandae.;Reprehenderit dolor et sit ducimus eaque provident quae ipsam.;2024-12-14 18:05:00;Não informado;2024-12-15 22:55:00;Não informado
1531;1531;175;PL7SYR3OEW;FKF5TDMH;37;5.584.906.595.154,00;2024-12-15 00:41:00;;1970-01-01 00:00:00.000000003;Dolor quo recusandae minus sequi expedita numquam.;Não informado;2024-12-14 11:28:00;Não informado;2024-12-15 11:38:00;Não informado
2514;2514;788;20Z67PB27I;FKHMEQ2V;868;5.511.971.756.397,00;2024-12-15 01:50:00;;1970-01-01 00:00:00.000000003;Inventore nulla numquam consectetur fugit accusamus magni itaque quia odit distinctio ea voluptas.;Não informado;2024-12-14 13:54:00;Não informado;2024-12-15 15:11:00;Não informado
1361;1361;1427;FNNN3G1V1P;XNQE7X4Z;530;5.531.900.703.200,00;2024-12-15 02:02:00;;1970-01-01 00:00:00.000000005;Quas quidem similique dolor pariatur molestiae sunt dolores molestias voluptatum suscipit excepturi quibusdam asperiores ullam.;Não informado;2024-12-14 10:35:00;Não informado;2024-12-15 14:24:00;Não informado
4011;4011;124;7FQ7RDI9VL;YA2Z66TM;98;5.561.917.317.057,00;2024-12-15 02:36:00;;1970-01-01 00:00:00.000000005;Animi ratione voluptatem corrupti impedit nihil debitis saepe ab culpa.;Harum occaecati illum soluta sapiente et voluptatibus.;2024-12-14 22:20:00;Não informado;2024-12-15 08:16:00;Não informado
990;990;1388;K3OUS5SV84;LY5WVV61;469;5.531.956.893.025,00;2024-12-15 03:30:00;;1970-01-01 00:00:00.000000002;Quam ratione porro voluptatibus laboriosam optio laborum ratione distinctio blanditiis sequi.;Não informado;2024-12-14 09:14:00;Não informado;2024-12-15 15:09:00;Não informado
2140;2140;439;GPMC36N7GH;893I0H9H;104;5.571.925.105.627,00;2024-12-15 03:51:00;Não informado;1970-01-01 00:00:00.000000001;Cumque consequatur officiis fugit laboriosam asperiores vero minima unde sunt aliquam similique iure odio impedit.;Não informado;2024-12-15 03:17:00;Não informado;2024-12-16 01:00:00;Não informado
2310;2310;511;BKXDWZF2GG;P2BYK87Y;517;5.581.946.603.136,00;2024-12-15 10:24:00;;1970-01-01 00:00:00.000000003;Quibusdam quidem magnam blanditiis quidem consequuntur saepe.;Não informado;2024-12-14 20:43:00;Não informado;2024-12-16 04:29:00;Não informado
4174;4174;698;RKAUIXJOGR;BVYYMI0V;42;5.521.950.814.531,00;2024-12-15 10:29:00;;1970-01-01 00:00:00.000000003;Adipisci accusamus autem adipisci explicabo earum praesentium nostrum velit illum suscipit aspernatur quis libero.;Não informado;2024-12-15 03:42:00;Não informado;2024-12-15 05:46:00;Não informado
513;513;752;ITS5NBT55Y;OUZDD7AL;539;5.531.918.668.800,00;2024-12-15 11:21:00;Não informado;1970-01-01 00:00:00.000000001;Esse modi non repudiandae asperiores reprehenderit vitae tempore ea.;Não informado;2024-12-14 14:19:00;Não informado;2024-12-14 18:57:00;Não informado
1416;1416;1579;Q6XEN8QUW3;SNGIUF6M;585;5.584.917.360.980,00;2024-12-15 11:34:00;;1970-01-01 00:00:00.000000004;Distinctio quas deserunt ab illum placeat quaerat quasi id tempora ex repudiandae dignissimos fuga et.;Não informado;2024-12-14 22:19:00;Não informado;2024-12-15 08:14:00;Não informado
1409;1409;657;LJ2H92PW2B;0U9IE5MU;419;5.581.917.214.195,00;2024-12-15 12:34:00;;1970-01-01 00:00:00.000000005;Autem dolorem nemo quae nostrum velit facere ullam excepturi dolorem deleniti deleniti alias ducimus reiciendis.;Não informado;2024-12-15 00:33:00;Não informado;2024-12-15 13:35:00;Não informado
4618;4618;77;7FYEZFX48Z;HND1CJKC;645;5.511.942.832.976,00;2024-12-15 14:58:00;Não informado;1970-01-01 00:00:00.000000006;Quibusdam odit itaque similique vitae explicabo sit quidem animi vitae adipisci iste natus quod ipsa aliquam.;Autem magni ipsa dignissimos tenetur a maxime.;2024-12-15 01:15:00;Não informado;2024-12-15 06:50:00;Não informado
4909;4909;607;A7RP3CKL1E;SL7DOX2J;703;5.561.960.115.445,00;2024-12-15 16:57:00;Não informado;1970-01-01 00:00:00.000000001;Dolores illo dolorem natus cupiditate necessitatibus nesciunt provident officiis reiciendis tempore aliquam commodi eveniet asperiores molestias.;Não informado;2024-12-15 04:34:00;Não informado;2024-12-16 07:52:00;Não informado
1770;1770;1714;HZE9O4SA9A;PNNANQ5Y;838;5.551.961.449.079,00;2024-12-15 21:48:00;Não informado;1970-01-01 00:00:00.000000001;Sed nesciunt iste numquam magnam voluptas omnis dolorum laboriosam blanditiis natus.;Não informado;2024-12-15 21:17:00;Não informado;2024-12-16 02:52:00;Não informado
309;309;1843;F0EXH7500R;D5H4TVSD;813;5.561.970.539.236,00;2024-12-15 21:57:00;;1970-01-01 00:00:00.000000005;Cumque voluptate maxime dolores provident enim veritatis vel architecto eum temporibus quo assumenda neque aspernatur.;Não informado;2024-12-15 20:39:00;Não informado;2024-12-17 04:16:00;Não informado
2475;2475;1305;ZYTRF1T1G3;C1DQ0IPM;918;5.521.932.527.447,00;2024-12-16 00:43:00;Não informado;1970-01-01 00:00:00.000000001;Nisi dicta harum excepturi aliquid consequuntur dolores non cumque quam pariatur suscipit.;Repellat possimus vel voluptas perspiciatis officiis nesciunt perspiciatis quibusdam delectus.;2024-12-15 17:57:00;Não informado;2024-12-16 07:30:00;Não informado
1429;1429;1330;VEMC2X9T81;ZWN91GFY;323;5.521.932.562.539,00;2024-12-16 02:34:00;;1970-01-01 00:00:00.000000004;Assumenda voluptatibus voluptas accusantium nisi pariatur voluptate nostrum repellendus nostrum.;Não informado;2024-12-15 17:25:00;Não informado;2024-12-16 13:07:00;Não informado
2120;2120;745;KXK29ULEO7;WUKJPXAC;734;5.584.903.144.119,00;2024-12-16 04:54:00;Não informado;1970-01-01 00:00:00.000000006;Quis blanditiis accusantium possimus error reprehenderit nesciunt voluptas illo est asperiores et similique nam.;Dolorem iusto cum laborum tempora reprehenderit.;2024-12-15 13:03:00;Não informado;2024-12-16 05:29:00;Não informado
653;653;1705;UJ6YS3SELJ;QLX1OGC3;827;5.551.977.422.056,00;2024-12-16 06:33:00;;1970-01-01 00:00:00.000000004;Eveniet iusto corrupti quaerat esse inventore natus eveniet velit.;Não informado;2024-12-15 13:14:00;Não informado;2024-12-16 10:16:00;Não informado
3715;3715;1583;XJ391596JZ;JAK98PJJ;642;5.541.918.599.760,00;2024-12-16 09:17:00;Não informado;1970-01-01 00:00:00.000000006;Maiores nostrum atque velit veritatis nisi est.;Facere excepturi quidem mollitia enim.;2024-12-15 12:37:00;Não informado;2024-12-16 15:38:00;Não informado
3528;3528;574;1V80IJAPP7;VLSDYRT6;16;5.531.907.561.379,00;2024-12-16 11:17:00;;1970-01-01 00:00:00.000000002;Nam odio suscipit eligendi unde dolorum laboriosam distinctio dolores veniam sequi quod quaerat minima.;Não informado;2024-12-16 00:34:00;Não informado;2024-12-17 02:41:00;Não informado
429;429;76;LY3K3T9WAV;GACP750R;140;5.521.914.888.345,00;2024-12-16 14:01:00;;1970-01-01 00:00:00.000000005;Quidem ipsam odio ipsam minus ipsa vitae unde autem saepe voluptates fuga.;Earum occaecati hic magnam quae.;2024-12-16 01:40:00;Não informado;2024-12-16 17:58:00;Não informado
1319;1319;92;ZWTHBD7EXK;V50VSJZ0;23;5.571.950.427.369,00;2024-12-16 14:05:00;;1970-01-01 00:00:00.000000005;Molestias molestias optio in ut dolore voluptas omnis suscipit doloribus similique quisquam ipsum quod doloribus at.;Não informado;2024-12-16 13:31:00;Não informado;2024-12-16 18:49:00;Não informado
3668;3668;532;5NUZLE5ATR;60HXW2A9;126;5.551.949.667.492,00;2024-12-16 17:11:00;;1970-01-01 00:00:00.000000002;Amet earum quidem occaecati dolores natus error earum velit.;Não informado;2024-12-16 04:06:00;Não informado;2024-12-16 17:00:00;Não informado
413;413;476;7HCGF0AXS9;J5QW77R0;927;5.521.955.026.700,00;2024-12-16 17:12:00;Não informado;1970-01-01 00:00:00.000000001;Expedita a laboriosam voluptate repellendus aliquid accusantium veritatis fugiat quidem facere facere expedita laborum.;Não informado;2024-12-15 20:55:00;Não informado;2024-12-16 19:33:00;Não informado
4192;4192;499;D901DWTOWU;A1K26MEY;94;5.541.991.457.841,00;2024-12-16 18:36:00;;1970-01-01 00:00:00.000000002;Debitis rem distinctio voluptate unde inventore reiciendis delectus alias aliquam.;Não informado;2024-12-16 11:03:00;Não informado;2024-12-17 19:19:00;Não informado
1027;1027;671;VK5NNLSNUD;M9K7SFXQ;3;5.561.906.573.197,00;2024-12-16 19:33:00;;1970-01-01 00:00:00.000000005;Ullam aperiam ex impedit rem deleniti in fugiat sequi provident in reprehenderit eligendi vitae aspernatur laboriosam.;Não informado;2024-12-15 19:40:00;Não informado;2024-12-16 05:40:00;Não informado
1163;1163;1555;MBW8876PYH;ZSB23718;546;5.541.914.002.934,00;2024-12-16 20:11:00;;1970-01-01 00:00:00.000000005;Officia suscipit labore ab quidem laboriosam cum sint voluptates ullam veniam sapiente.;Adipisci provident similique voluptatem quibusdam itaque reprehenderit fugit.;2024-12-16 02:29:00;Não informado;2024-12-16 16:00:00;Não informado
3333;3333;91;H3ION847DX;UCF4KTJV;85;5.584.962.736.309,00;2024-12-16 23:48:00;;1970-01-01 00:00:00.000000004;Consectetur incidunt pariatur unde voluptatem occaecati vero maxime fuga voluptates consectetur tenetur provident autem.;Não informado;2024-12-16 21:11:00;Não informado;2024-12-17 11:47:00;Não informado
1870;1870;1639;Y4SQDCNRM8;7IQQATCR;79;5.584.999.179.530,00;2024-12-17 00:15:00;;1970-01-01 00:00:00.000000002;Nobis debitis dolore magni aspernatur quo corporis nisi neque dolorem quasi.;Não informado;2024-12-16 16:40:00;Não informado;2024-12-17 04:29:00;Não informado
303;303;624;1OLMEINSQV;RWJT9I3K;552;5.581.903.258.362,00;2024-12-17 03:50:00;;1970-01-01 00:00:00.000000005;Odit cupiditate explicabo eligendi nisi molestiae consequatur optio atque esse eius.;Não informado;2024-12-16 18:27:00;Não informado;2024-12-17 19:48:00;Não informado
4595;4595;329;L5HJM51M7E;3SRF582W;865;5.531.967.253.937,00;2024-12-17 05:50:00;;1970-01-01 00:00:00.000000004;Officiis ducimus fuga culpa minima minima dolorem provident officiis sapiente.;Não informado;2024-12-16 14:01:00;Não informado;2024-12-16 14:22:00;Não informado
470;470;1708;NDNA2IVF3U;NTC2ZP8R;689;5.521.988.846.869,00;2024-12-17 05:58:00;Não informado;1970-01-01 00:00:00.000000006;Laborum mollitia reiciendis est asperiores eum facilis quaerat nam suscipit eum accusamus mollitia accusamus reiciendis.;Não informado;2024-12-16 15:14:00;Não informado;2024-12-16 22:20:00;Não informado
1532;1532;475;CCUHBQJ080;6YV5R1FM;789;5.531.978.464.892,00;2024-12-17 06:57:00;;1970-01-01 00:00:00.000000004;Alias et voluptatem laborum earum exercitationem officia tenetur culpa quibusdam quis consectetur illo sapiente.;Não informado;2024-12-16 23:02:00;Não informado;2024-12-17 17:38:00;Não informado
581;581;1474;NPQHAX4L4E;WK0SZMIT;744;5.521.953.266.751,00;2024-12-17 07:51:00;;1970-01-01 00:00:00.000000005;Error voluptates perspiciatis ducimus ea doloribus eum in quod quisquam mollitia vel neque quidem asperiores.;Não informado;2024-12-16 20:08:00;Não informado;2024-12-18 00:17:00;Não informado
279;279;1775;6V4GZCX152;VWGWM6O5;737;5.531.938.052.748,00;2024-12-17 08:19:00;;1970-01-01 00:00:00.000000003;Veniam non facilis voluptas suscipit ipsa aut.;Não informado;2024-12-17 02:07:00;Não informado;2024-12-17 15:35:00;Não informado
1342;1342;381;AV43SILQ0S;7FLSM6AO;842;5.541.945.066.054,00;2024-12-17 08:23:00;Não informado;1970-01-01 00:00:00.000000006;Veniam nobis odio alias repellat velit in magni laborum nulla iste eveniet fuga.;Não informado;2024-12-17 02:40:00;Não informado;2024-12-17 02:47:00;Não informado
4053;4053;574;XR2DO97MFF;5HVL2H1L;418;5.571.987.762.607,00;2024-12-17 09:30:00;Não informado;1970-01-01 00:00:00.000000001;Voluptas iusto repudiandae ducimus autem doloremque aut neque repudiandae eaque placeat magnam vel.;Eius modi nemo dolorem sunt.;2024-12-17 08:09:00;Não informado;2024-12-18 17:14:00;Não informado
3957;3957;1077;VIF45TFIAH;6Z50OZ8Y;728;5.584.963.113.140,00;2024-12-17 09:41:00;;1970-01-01 00:00:00.000000003;Iure maiores architecto perferendis possimus non occaecati nostrum reprehenderit quas officia incidunt voluptatibus consequatur iure.;Neque veniam corrupti quibusdam blanditiis.;2024-12-17 08:32:00;Não informado;2024-12-17 19:59:00;Não informado
2423;2423;557;MPTV4PUJGQ;KGYTG987;467;5.581.983.608.310,00;2024-12-17 13:39:00;Não informado;1970-01-01 00:00:00.000000001;Odio ut sunt numquam repellat quis praesentium quaerat rem laboriosam corrupti non esse eos consequatur provident.;Não informado;2024-12-16 20:41:00;Não informado;2024-12-18 00:27:00;Não informado
1410;1410;105;HQMQCYZ9SM;IDUG88K2;192;5.581.971.146.544,00;2024-12-17 15:16:00;;1970-01-01 00:00:00.000000004;Odio beatae quasi nulla ipsum aperiam itaque nemo animi cupiditate praesentium voluptate laboriosam excepturi.;Não informado;2024-12-17 11:29:00;Não informado;2024-12-17 16:40:00;Não informado
4140;4140;1539;N03YWK9L0S;32EOT9IF;412;5.581.905.325.292,00;2024-12-17 18:48:00;;1970-01-01 00:00:00.000000002;Perferendis illum eos doloribus earum reiciendis eum beatae fugit architecto non facere sequi odio hic provident.;Não informado;2024-12-17 05:31:00;Não informado;2024-12-18 11:45:00;Não informado
3457;3457;81;P7AUV0V2CD;8QPW6JG2;394;5.584.996.821.403,00;2024-12-17 18:50:00;Não informado;1970-01-01 00:00:00.000000001;Officia excepturi beatae aperiam maxime accusantium repudiandae aspernatur nostrum facere similique suscipit mollitia consequuntur.;Maxime deleniti fugit nisi porro repellendus ipsam provident ducimus ad.;2024-12-17 09:46:00;Não informado;2024-12-18 08:40:00;Não informado
1412;1412;1260;YLXW2Y603N;1IRV32ZK;625;5.581.978.016.278,00;2024-12-17 18:51:00;;1970-01-01 00:00:00.000000002;Aliquid cumque fugiat temporibus doloremque nihil earum accusantium enim soluta est quisquam recusandae soluta.;Não informado;2024-12-17 11:54:00;Não informado;2024-12-18 15:38:00;Não informado
4531;4531;1183;U97CFDDNS3;ASASOUQ8;345;5.521.919.703.441,00;2024-12-17 19:49:00;;1970-01-01 00:00:00.000000002;Occaecati odio aliquid hic libero minima dicta laboriosam quo corporis porro molestiae iure dolores voluptate.;Veritatis laudantium quis illo alias explicabo optio deleniti.;2024-12-17 06:54:00;Não informado;2024-12-17 14:56:00;Não informado
3427;3427;223;PDSHOQO4MS;W8IGDJQC;780;5.541.929.420.011,00;2024-12-17 19:52:00;;1970-01-01 00:00:00.000000002;Cumque vitae quas eaque eaque beatae quae blanditiis quis velit unde.;Não informado;2024-12-17 19:47:00;Não informado;2024-12-18 05:27:00;Não informado
3025;3025;258;POQ3ODBKJM;Y2FYWXO7;928;5.584.947.354.951,00;2024-12-17 22:24:00;Não informado;1970-01-01 00:00:00.000000001;Cupiditate eligendi quas commodi vitae magnam voluptas repellat autem earum corporis atque quia quidem inventore a.;Não informado;2024-12-17 06:04:00;Não informado;2024-12-18 10:11:00;Não informado
